id,name,city,zipcode,address,phone,category,category_loc,category_food,price,rating,review_count,price_yelp,rating_yelp,review_count_yelp,price_trip,rating_trip,review_count_trip,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fri_close,hours_sat_open,hours_sat_close
674,Tavern on Brand,Glendale,91203.0,208 N Brand Blvd,8182911926.0,american,american,other,2.0,4.0,544,2.0,4.0,524,2.5,4.0,20,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0
675,Lola's Peruvian Restaurant,Glendale,91203.0,230 N Brand Blvd,8189565888.0,other,other,other,2.0,4.25,544,2.0,4.0,509,2.5,4.5,35,1130.0,1600.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2200.0,1200.0,2200.0,1200.0,2100.0
676,Olive Garden,Glendale,91203.0,101 N Brand Blvd,8182407119.0,italian,italian,other,2.0,3.5,455,2.0,3.0,403,2.5,4.0,52,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
677,Crab Avenue,Glendale,91203.0,900 N Central Ave,8182445898.0,seafood,other,seafood,2.0,3.75,569,2.0,4.0,522,2.5,3.5,47,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2230.0,1130.0,2230.0,1100.0,2200.0
678,Panini Cafe,Glendale,91203.0,400 N Brand Blvd,8182914000.0,cafe,mediterranean,cafe,2.0,4.0,496,2.0,4.0,470,2.5,4.0,26,800.0,2130.0,800.0,2130.0,800.0,2130.0,800.0,2130.0,800.0,2130.0,800.0,2130.0,800.0,2130.0
679,Panera Bread,Glendale,91203.0,300 N Brand Blvd,8182650700.0,cafe,other,cafe,1.0,3.5,393,1.0,3.0,369,1.0,4.0,24,600.0,2100.0,600.0,2100.0,600.0,2100.0,600.0,2100.0,600.0,2100.0,600.0,2100.0,700.0,2000.0
680,Phoenicia Restaurant,Glendale,91203.0,343 N Central Ave,8189567800.0,other,other,other,2.0,3.5,395,2.0,2.5,371,2.5,4.5,24,1130.0,2400.0,1130.0,2400.0,1130.0,2400.0,1130.0,2400.0,1130.0,130.0,1130.0,130.0,1130.0,2400.0
681,The Oinkster,Los Angeles,90041.0,2005 Colorado Blvd,3232556465.0,fast food,american,fast food,2.0,4.0,3462,2.0,4.0,3303,2.5,4.0,159,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
682,Spitz,Los Angeles,90041.0,2506 Colorado Blvd,3232575600.0,bars,mediterranean,bars,2.0,4.0,1116,2.0,4.0,1095,2.5,4.0,21,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
683,Cacao Mexicatessen,Los Angeles,90041.0,1576 Colorado Blvd,3234782791.0,mexican,mexican,other,2.0,4.0,1362,2.0,4.0,1309,2.5,4.0,53,1130.0,1500.0,1700.0,2100.0,1130.0,1500.0,1700.0,2100.0,1130.0,1500.0,1700.0,2100.0,1130.0,2200.0
684,Cafe Beaujolais,Los Angeles,90041.0,1712 Colorado Blvd,3232555111.0,other,french,other,2.0,4.5,1340,2.0,4.5,1261,2.5,4.5,79,1700.0,2130.0,1700.0,2130.0,1700.0,2130.0,1700.0,2200.0,1700.0,2200.0,1700.0,2100.0,1700.0,2200.0
685,Casa Bianca Pizza Pie,Los Angeles,90041.0,1650 Colorado Blvd,3232569617.0,pizza,italian,pizza,2.0,4.0,1269,2.0,4.0,1178,2.5,4.0,91,1600.0,2400.0,1600.0,2400.0,1600.0,2400.0,1600.0,100.0,1600.0,100.0,1600.0,100.0,1600.0,100.0
686,The Little Beast,Los Angeles,90041.0,1496 Colorado Blvd,3233415899.0,american,american,other,2.0,4.25,954,2.0,4.0,879,2.5,4.5,75,1700.0,2100.0,1700.0,2100.0,1700.0,2100.0,1700.0,2100.0,1700.0,2200.0,1700.0,2200.0,1700.0,2100.0
687,Senor Fish,Los Angeles,90041.0,4803 Eagle Rock Blvd,3232577167.0,seafood,mexican,seafood,2.0,4.0,792,2.0,4.0,758,2.5,4.0,34,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0
688,Four Cafe,Los Angeles,90041.0,2122 Colorado Blvd,3235501988.0,american,american,other,2.0,4.25,704,2.0,4.0,677,2.5,4.5,27,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,900.0,2100.0,900.0,2100.0
689,Max City Bbq,Los Angeles,90041.0,4729 Eagle Rock Blvd,3232544227.0,barbecue,other,barbecue,2.0,4.25,709,2.0,4.0,687,2.5,4.5,22,1130.0,2100.0,1700.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2200.0,1130.0,2200.0,1000.0,2100.0
690,Cindy's Eagle Rock,Los Angeles,90041.0,1500 Colorado Blvd,3232577375.0,breakfast & brunch,american,breakfast & brunch,2.0,4.25,518,2.0,4.0,478,1.0,4.5,40,700.0,1400.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2200.0,700.0,2200.0,700.0,2100.0
691,Colombo's Italian Steak House,Los Angeles,90041.0,1833 Colorado Blvd,3232549138.0,steakhouse,italian,steakhouse,2.0,3.75,480,2.0,3.5,449,2.5,4.0,31,800.0,2400.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2400.0,800.0,2400.0,800.0,2200.0
692,Leos tacos,Los Angeles,90041.0,4300 Eagle Rock Blvd,,mexican,mexican,other,1.0,4.5,361,1.0,4.0,352,1.0,5.0,9,1700.0,300.0,1700.0,300.0,1700.0,300.0,1700.0,300.0,1700.0,300.0,1700.0,400.0,1700.0,400.0
693,EagleRock Green Dragon,Los Angeles,90041.0,1733 Colorado Blvd,3232558889.0,chinese,chinese,other,2.0,4.25,374,2.0,4.0,364,2.5,4.5,10,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0
694,5 Line Tavern,Los Angeles,90041.0,2136 Colorado Blvd,3232383838.0,pizza,italian,pizza,2.0,4.25,338,2.0,4.0,326,2.5,4.5,12,1100.0,2200.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,200.0,1100.0,200.0,900.0,2400.0
695,Armon's Restaurant,Los Angeles,90041.0,5056 Eagle Rock Blvd,3234781440.0,breakfast & brunch,american,breakfast & brunch,1.0,4.25,291,1.0,4.0,280,1.0,4.5,11,600.0,1600.0,600.0,1600.0,600.0,1600.0,600.0,1600.0,600.0,1600.0,700.0,1500.0,700.0,1500.0
696,Raffi's Place Restaurant,Glendale,91205.0,211 E Broadway,8182407411.0,mediterranean,mediterranean,other,2.0,4.5,3441,2.0,4.5,3122,2.5,4.5,319,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2100.0
697,Zankou Chicken,Glendale,91205.0,1415 E Colorado St,8182442237.0,fast food,mediterranean,fast food,2.0,4.0,729,2.0,4.0,674,1.0,4.0,55,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0
698,Taco Azteca,Glendale,91205.0,143 S Verdugo Rd,8182442131.0,fast food,mexican,fast food,1.0,4.25,501,1.0,4.0,485,1.0,4.5,16,900.0,2330.0,900.0,2330.0,900.0,2330.0,900.0,2330.0,900.0,2330.0,900.0,2330.0,900.0,2330.0
699,Joon Shabu Shabu,Glendale,91205.0,220 E Broadway,8184848525.0,japanese,japanese,other,2.0,4.25,899,2.0,4.5,885,2.5,4.0,14,1730.0,2130.0,1730.0,2130.0,1730.0,2130.0,1730.0,2130.0,1130.0,1430.0,1730.0,2230.0,1130.0,2230.0
700,Marios Italian Market,Glendale,91205.0,740 E Broadway,8182424114.0,italian,italian,other,1.0,4.5,920,1.0,4.5,894,1.0,4.5,26,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1800.0,830.0,1800.0
701,Glendale Pho Co.,Glendale,91205.0,102 S Glendale Ave,8182438867.0,vietnamese,vietnamese,other,1.0,4.0,818,1.0,4.0,805,1.0,4.0,13,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
702,Elena Greek Armenian Cuisine,Glendale,91205.0,1000 S Glendale Ave,8182415730.0,mediterranean,mediterranean,other,1.0,4.0,691,1.0,4.0,650,2.5,4.0,41,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0
703,Shiraz Restaurant,Glendale,91205.0,211 S Glendale Ave,8185004948.0,other,other,other,2.0,4.0,546,2.0,4.0,519,2.5,4.0,27,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
704,Thai Original Bar-B-Q,Glendale,91205.0,143 S Glendale Ave,8185076789.0,thai,thai,other,2.0,3.75,430,2.0,3.0,422,,4.5,8,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
705,Scarantino's Italian Inn,Glendale,91205.0,1524 E Colorado St,8182479777.0,pizza,italian,pizza,2.0,4.0,341,2.0,4.0,294,2.5,4.0,47,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1630.0,2200.0,1500.0,2100.0
706,Din Tai Fung Dumpling House,Glendale,91210.0,177 Caruso Ave,8185515561.0,chinese,chinese,other,2.0,4.25,2883,2.0,4.0,2531,2.5,4.5,352,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1000.0,2200.0,1000.0,2100.0
707,Granville,Glendale,91210.0,807 Americana Way,8185500472.0,breakfast & brunch,american,breakfast & brunch,2.0,4.25,1963,2.0,4.0,1802,2.5,4.5,161,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1000.0,2300.0,1000.0,2200.0
708,Frida Mexican Restaurant,Glendale,91210.0,750 Americana Way,8185511666.0,mexican,mexican,other,2.0,3.25,1685,2.0,3.0,1530,2.5,3.5,155,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1030.0,2200.0
709,Katsuya - Glendale - SBE,Glendale,91210.0,702 Americana Way,8182445900.0,sushi,japanese,sushi,2.0,3.0,1489,2.0,2.5,1405,2.5,3.5,84,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2200.0,1130.0,2200.0,1130.0,2100.0
710,The Cheesecake Factory,Glendale,91210.0,511 Americana Way,8185507505.0,american,american,other,2.0,3.5,1561,2.0,3.0,1339,2.5,4.0,222,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,30.0,1000.0,30.0,1000.0,2300.0
711,Trattoria Amici,Glendale,91210.0,889 Americana Way,8185021220.0,italian,italian,other,2.0,3.75,1156,2.0,3.5,1010,2.5,4.0,146,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2230.0,1130.0,2230.0,1130.0,2200.0
712,Bacari GDL,Glendale,91210.0,757 Americana Way,8186961460.0,american,american,other,2.0,4.25,388,2.0,4.5,371,2.5,4.0,17,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2400.0,1030.0,2400.0,1030.0,2300.0
713,Le Pain Quotidien,Glendale,91210.0,730 Americana Way,8188395230.0,cafe,other,cafe,2.0,3.5,343,2.0,3.0,324,2.5,4.0,19,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2100.0,800.0,2100.0,800.0,2000.0
714,Foxy's Restaurant,Glendale,91204.0,206 W Colorado St,8182460244.0,breakfast & brunch,american,breakfast & brunch,2.0,4.25,2052,2.0,4.0,1733,2.5,4.5,319,600.0,2300.0,600.0,2300.0,600.0,2300.0,600.0,2300.0,600.0,2400.0,600.0,2400.0,600.0,2200.0
715,Las Vegas Seafood Buffet,Glendale,91204.0,110 S Brand Blvd,8186629011.0,seafood,chinese,seafood,2.0,3.75,1332,2.0,3.5,1233,2.5,4.0,99,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0
716,Shake Shack,Glendale,91204.0,252 S Brand Blvd,8188581612.0,fast food,american,fast food,2.0,3.75,984,2.0,3.5,935,2.5,4.0,49,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0
717,Mini Kabob,Glendale,91204.0,313 1/2 Vine St,8182441343.0,mediterranean,mediterranean,other,2.0,4.75,766,2.0,4.5,758,2.5,5.0,8,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,1800.0
718,Max's of Manila,Glendale,91204.0,313 W Broadway,8186377751.0,seafood,other,seafood,2.0,3.75,797,2.0,3.5,728,2.5,4.0,69,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,930.0,2300.0,830.0,2200.0
719,Bourbon Steak,Glendale,91204.0,237 S Brand Blvd,8188394130.0,steakhouse,american,steakhouse,3.0,4.0,844,3.0,4.0,746,4.0,4.0,98,1630.0,2130.0,1630.0,2130.0,1630.0,2130.0,1630.0,2130.0,1630.0,2200.0,1630.0,2200.0,1500.0,2100.0
720,Ichiban,Glendale,91204.0,120 S Brand Blvd,8182429966.0,sushi,japanese,sushi,2.0,4.0,694,2.0,3.5,681,2.5,4.5,13,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1130.0,2300.0,1200.0,2200.0
721,Dinah's Fried Chicken,Glendale,91204.0,4106 San Fernando Rd,8182444188.0,american,american,other,2.0,3.75,521,2.0,3.5,490,2.5,4.0,31,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0
722,Eggslut,Glendale,91204.0,252 S Brand Blvd,8184845911.0,breakfast & brunch,american,breakfast & brunch,2.0,4.0,379,2.0,3.5,372,,4.5,7,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0
723,Outback Steakhouse,Glendale,91204.0,146 S Brand Blvd,8182441136.0,steakhouse,american,steakhouse,2.0,3.25,360,2.0,3.0,303,2.5,3.5,57,1200.0,2130.0,1200.0,2130.0,1200.0,2130.0,1200.0,2130.0,1200.0,2300.0,1200.0,2300.0,1200.0,2130.0
724,The York,Los Angeles,90042.0,5018 York Blvd,3232559675.0,breakfast & brunch,other,breakfast & brunch,2.0,3.75,993,2.0,3.5,970,2.5,4.0,23,1100.0,30.0,1100.0,30.0,1100.0,30.0,1100.0,30.0,1100.0,200.0,1030.0,200.0,1030.0,30.0
725,Maximiliano,Los Angeles,90042.0,5930 York Blvd,3237396125.0,pizza,italian,pizza,2.0,4.25,900,2.0,4.0,859,2.5,4.5,41,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2300.0,1000.0,2300.0,1000.0,2200.0
726,El Huarache Azteca,Los Angeles,90042.0,5225 York Blvd,3234789572.0,mexican,mexican,other,1.0,4.25,733,1.0,4.0,725,,4.5,8,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0
727,The Highland Cafe,Los Angeles,90042.0,5010 York Blvd,3232591000.0,cafe,other,cafe,2.0,4.0,478,2.0,3.5,472,,4.5,6,800.0,1700.0,800.0,1700.0,800.0,1700.0,800.0,1700.0,800.0,1700.0,800.0,1700.0,800.0,1700.0
728,Hermosillo,Los Angeles,90042.0,5125 York Blvd,3237396459.0,other,other,other,2.0,4.25,349,2.0,4.0,339,,4.5,10,1700.0,200.0,1700.0,200.0,1700.0,200.0,1200.0,200.0,1200.0,200.0,1200.0,200.0,1200.0,200.0
729,Sonny's Hideaway,Los Angeles,90042.0,5137 York Blvd,3232552000.0,american,american,other,2.0,4.0,360,2.0,4.0,338,2.5,4.0,22,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,200.0,1700.0,200.0,1100.0,2400.0,1700.0,1200.0
730,Good Girl Dinette,Los Angeles,90042.0,110 N Ave 56,3232578980.0,vietnamese,vietnamese,other,2.0,3.75,756,2.0,3.5,746,1.0,4.0,10,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2200.0,1000.0,2200.0,1000.0,2100.0,900.0,2200.0
731,Folliero's Italian Food and Pizza,Los Angeles,90042.0,5566 N Figueroa St,3232540505.0,pizza,italian,pizza,1.0,4.25,741,1.0,4.0,724,,4.5,17,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1200.0,2130.0,1200.0,2130.0
732,Kitchen Mouse,Los Angeles,90042.0,5904 N Figueroa St,3232599555.0,cafe,american,cafe,2.0,4.5,595,2.0,4.5,571,2.5,4.5,24,800.0,1600.0,800.0,1600.0,800.0,1600.0,800.0,1600.0,800.0,1600.0,700.0,1600.0,700.0,1600.0
733,The Greyhound Bar and Grill,Los Angeles,90042.0,5570 N Figueroa St,3239000300.0,american,american,other,2.0,4.0,462,2.0,4.0,451,2.5,4.0,11,1200.0,100.0,1200.0,100.0,1200.0,100.0,1200.0,100.0,1200.0,200.0,1030.0,200.0,1030.0,2400.0
734,Antigua Bread Bakery Cafe,Los Angeles,90042.0,5703 N Figueroa St,3232599345.0,cafe,other,cafe,1.0,4.25,368,1.0,4.0,357,1.0,4.5,11,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,800.0,1700.0,800.0,1700.0
735,Amara Kitchen,Los Angeles,90042.0,519 N Ave 64,3232552220.0,cafe,other,cafe,2.0,4.25,345,2.0,4.0,334,2.5,4.5,11,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0
736,Cafe Birdie,Los Angeles,90042.0,5631 N Figueroa St,3237396928.0,mediterranean,mediterranean,other,2.0,4.0,256,2.0,4.0,243,2.5,4.0,13,1730.0,2200.0,1730.0,2200.0,1730.0,2200.0,1730.0,2200.0,1730.0,2300.0,1000.0,1430.0,1700.0,2300.0
737,LA Fuente Restaurant,Los Angeles,90042.0,5530 Monte Vista St,3232586109.0,mexican,mexican,other,2.0,4.5,244,2.0,4.5,236,,4.5,8,800.0,2030.0,800.0,2030.0,800.0,2030.0,800.0,2030.0,800.0,2030.0,800.0,2030.0,800.0,2030.0
738,Polka,Los Angeles,90065.0,4112 Verdugo Rd,3232557887.0,other,other,other,2.0,4.0,767,2.0,4.0,707,2.5,4.0,60,1100.0,1500.0,1700.0,2100.0,1100.0,1500.0,1700.0,2100.0,1100.0,1500.0,1700.0,2100.0,1100.0,2100.0
739,Skaf's Lebanese Cuisine,Glendale,91206.0,367 N Chevy Chase Dr,8185515540.0,mediterranean,mediterranean,other,2.0,4.5,656,2.0,4.5,618,2.5,4.5,38,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1200.0,2100.0,1100.0,2100.0,1300.0,2100.0
740,Two Guys From Italy,Glendale,91206.0,405 N Verdugo Rd,8182400020.0,pizza,italian,pizza,2.0,3.75,491,2.0,3.5,464,2.5,4.0,27,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1200.0,2200.0
741,In-N-Out Burger,Glendale,91206.0,310 N Harvey Dr,8007861000.0,fast food,american,fast food,1.0,4.25,432,1.0,4.0,383,1.0,4.5,49,1030.0,100.0,1030.0,100.0,1030.0,100.0,1030.0,100.0,1030.0,130.0,1030.0,130.0,1030.0,100.0
742,Gaucho's Village,Glendale,91206.0,135 N Maryland Ave,8185501430.0,steakhouse,brazilian,steakhouse,3.0,3.75,897,3.0,3.5,841,2.5,4.0,56,1130.0,1400.0,1730.0,2100.0,1130.0,1400.0,1730.0,2100.0,1130.0,1400.0,1730.0,2100.0,1130.0,1400.0
743,Octopus Japanese Restaurant,Glendale,91206.0,112 N Maryland Ave,8185008788.0,sushi,japanese,sushi,2.0,3.75,771,2.0,3.5,747,2.5,4.0,24,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2300.0,1130.0,2300.0,1200.0,2200.0
744,Fish King,Glendale,91206.0,722 N Glendale Ave,8182440804.0,seafood,japanese,seafood,2.0,4.5,663,2.0,4.5,640,2.5,4.5,23,900.0,730.0,900.0,1930.0,900.0,1930.0,900.0,1930.0,900.0,1930.0,900.0,1930.0,1100.0,1800.0
745,Zono Sushi,Glendale,91206.0,139 N Maryland Ave,8185074819.0,sushi,japanese,sushi,2.0,4.0,368,2.0,4.0,347,2.5,4.0,21,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1130.0,2300.0,1130.0,2200.0
746,Fiesta Martin Mexican Grill,Inglewood,90302.0,1330 N La Brea Ave,3106721330.0,mexican,mexican,other,2.0,4.25,678,2.0,4.0,635,1.0,4.5,43,800.0,2200.0,800.0,2300.0,800.0,2200.0,800.0,2200.0,800.0,2300.0,800.0,2300.0,800.0,2200.0
747,The Serving Spoon Restaurant,Inglewood,90302.0,1403 Centinela Ave,3104123927.0,breakfast & brunch,american,breakfast & brunch,2.0,4.5,1354,2.0,4.5,1268,2.5,4.5,86,700.0,1430.0,700.0,1430.0,700.0,1430.0,700.0,1430.0,700.0,1430.0,700.0,1430.0,800.0,1600.0
748,Roscoes House of Chicken & Waffles,Inglewood,90301.0,621 W Manchester Blvd,3109814141.0,breakfast & brunch,american,breakfast & brunch,2.0,3.75,1526,2.0,3.5,1198,2.5,4.0,328,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,200.0,800.0,200.0,800.0,2400.0
749,Stuff I Eat,Inglewood,90301.0,114 N Market St,3106710115.0,american,american,other,2.0,4.5,1010,2.0,4.5,975,2.5,4.5,35,1200.0,1800.0,1200.0,1800.0,1200.0,1800.0,1200.0,2000.0,1200.0,2000.0,1200.0,1800.0,2400.0,2000.0
750,Mike's Deli,Los Angeles,90056.0,4859 W Slauson Ave,3232985960.0,other,other,other,1.0,4.5,537,1.0,4.5,522,1.0,4.5,15,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,1000.0,1800.0
751,Hawkins house of burgers,Los Angeles,90059.0,11603 Slater St,3235631129.0,fast food,american,fast food,1.0,4.5,1036,1.0,4.5,1021,,4.5,15,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2100.0
752,Mom's Bar-B-Q,Los Angeles,90044.0,1050 W Imperial Hwy,3237568405.0,barbecue,american,barbecue,2.0,4.25,117,2.0,3.5,112,1.0,5.0,5,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2400.0,1000.0,2400.0,1000.0,2200.0
753,The Tripel,Los Angeles,90293.0,333 Culver Blvd,3108210333.0,american,american,other,2.0,4.0,829,2.0,4.0,770,2.5,4.0,59,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2400.0,1030.0,2400.0,1030.0,2200.0
754,Cici's Cafe,Los Angeles,91356.0,18912 Ventura Blvd,8188816704.0,cafe,american,cafe,2.0,4.5,2678,2.0,4.5,2583,2.5,4.5,95,600.0,1500.0,600.0,1500.0,600.0,1500.0,600.0,1500.0,600.0,1500.0,600.0,1600.0,600.0,1600.0
755,SteamPunk CoffeeBar & Kitchen,Los Angeles,91607.0,12526 Burbank Blvd,8185081276.0,cafe,other,cafe,2.0,4.5,1147,2.0,4.5,1134,2.5,4.5,13,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0
756,Hugo's,Los Angeles,91607.0,12851 Riverside Dr,8187618985.0,breakfast & brunch,american,breakfast & brunch,2.0,4.0,1304,2.0,4.0,1134,2.5,4.0,170,730.0,2200.0,730.0,2200.0,730.0,2200.0,730.0,2200.0,730.0,2200.0,800.0,2200.0,800.0,2200.0
757,Harvest Moon Kitchen and Marketplace,Los Angeles,91607.0,12456 Magnolia Blvd,8184873923.0,cafe,american,cafe,2.0,4.0,717,2.0,3.5,684,2.5,4.5,33,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,1900.0,800.0,2000.0
758,Joe Peep's New York Pizza,Los Angeles,91607.0,12460 Magnolia Blvd,8185064133.0,pizza,italian,pizza,1.0,4.0,655,1.0,4.0,617,1.0,4.0,38,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1200.0,2200.0
759,Four'n 20 Restaurant & Pie,Los Angeles,91607.0,4723 Laurel Canyon Blvd,8187615128.0,american,american,other,2.0,4.0,390,2.0,4.0,370,1.0,4.0,20,730.0,2330.0,730.0,2330.0,730.0,2330.0,730.0,2330.0,730.0,2400.0,800.0,2400.0,800.0,2300.0
760,More Than Waffles,Los Angeles,91316.0,17200 Ventura Blvd,8187895937.0,cafe,american,cafe,2.0,4.5,1919,2.0,4.5,1836,2.5,4.5,83,800.0,1400.0,800.0,1400.0,800.0,1400.0,800.0,1400.0,800.0,1400.0,800.0,1500.0,800.0,1500.0
761,Pitfire Artisan Pizza,Los Angeles,91601.0,5211 Lankershim Blvd,8189802949.0,pizza,italian,pizza,2.0,4.0,1139,2.0,4.0,1092,2.5,4.0,47,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1200.0,2200.0
763,Rodini Park,Los Angeles,91601.0,11049 Magnolia Blvd,8183584802.0,mediterranean,mediterranean,other,1.0,4.5,1075,1.0,4.5,1065,1.0,4.5,10,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2300.0
764,Vicious Dogs,Los Angeles,91601.0,5231 Lankershim Blvd,8189853647.0,american,american,other,1.0,4.5,962,1.0,4.5,940,1.0,4.5,22,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1200.0,1800.0
765,Hayat's Kitchen,Los Angeles,91601.0,11009 Burbank Blvd,8187614656.0,mediterranean,mediterranean,other,2.0,4.5,867,2.0,4.5,841,2.5,4.5,26,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
766,Mofongos,Los Angeles,91601.0,5757 Lankershim Blvd,8187541051.0,other,other,other,2.0,4.0,755,2.0,4.0,724,1.0,4.0,31,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
