_id,id_a,id_b,name_a,name_b,city,zipcode,address,phone,category_1,category_2,category_3,category_4,price_a,rating_a,review_count_a,price_b,rating_b,review_count_b,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fri_close,hours_sat_open,hours_sat_close
74839,a1777,b2585,Eggslut,Eggslut,Glendale,91204.0,252 S Brand Blvd,8184845911.0,American,,american (new),breakfast & brunch,2.0,3.5,372,,4.5,7,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0
74862,a1786,b1616,Outback Steakhouse,Outback Steakhouse,Glendale,91204.0,146 S Brand Blvd,8182441136.0,American,Steakhouse,steakhouses,,2.0,3.0,303,2.5,3.5,57,1200.0,2130.0,1200.0,2130.0,1200.0,2130.0,1200.0,2130.0,1200.0,2300.0,1200.0,2300.0,1200.0,2130.0
74904,a747,b2622,The York,The York,Los Angeles,90042.0,5018 York Blvd,3232559675.0,,,bars,breakfast & brunch,2.0,3.5,970,2.5,4.0,23,1100.0,30.0,1100.0,30.0,1100.0,30.0,1100.0,30.0,1100.0,200.0,1030.0,200.0,1030.0,30.0
74910,a749,b901,Maximiliano,Maximiliano,Los Angeles,90042.0,5930 York Blvd,3237396125.0,Italian,Pizza,italian,vegetarian,2.0,4.0,859,2.5,4.5,41,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2300.0,1000.0,2300.0,1000.0,2200.0
74939,a751,b2865,Huarache Azteca Restaurante,El Huarache Azteca,Los Angeles,90042.0,5225 York Blvd,3234789572.0,Mexican,,mexican,latin american,1.0,4.0,725,,4.5,8,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0
74976,a762,b3053,The Highland Cafe,The Highland Cafe,Los Angeles,90042.0,5010 York Blvd,3232591000.0,,,cafes,coffee & tea,2.0,3.5,472,,4.5,6,800.0,1700.0,800.0,1700.0,800.0,1700.0,800.0,1700.0,800.0,1700.0,800.0,1700.0,800.0,1700.0
75001,a775,b2177,The Hermosillo,Hermosillo,Los Angeles,90042.0,5125 York Blvd,3237396459.0,,,wine bars,breweries,2.0,4.0,339,,4.5,10,1700.0,200.0,1700.0,200.0,1700.0,200.0,1200.0,200.0,1200.0,200.0,1200.0,200.0,1200.0,200.0
75038,a779,b2590,Sonny's Hideaway,Sonny's Hideaway,Los Angeles,90042.0,5137 York Blvd,3232552000.0,International,,american (new),cocktail bars,2.0,4.0,338,2.5,4.0,22,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,200.0,1700.0,200.0,1100.0,2400.0,1700.0,1200.0
75073,a787,b2621,Good Girl Dinette,Good Girl Dinette,Los Angeles,90042.0,110 N Ave 56,3232578980.0,Vietnamese,Vegetarian Friendly,vietnamese,diners,2.0,3.5,746,1.0,4.0,10,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2200.0,1000.0,2200.0,1000.0,2100.0,900.0,2200.0
75083,a788,b1869,Folliero's Italian Food and Pizza,Folliero's Italian Food and Pizza,Los Angeles,90042.0,5566 N Figueroa St,3232540505.0,Italian,Pizza,italian,pizza,1.0,4.0,724,,4.5,17,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1200.0,2130.0,1200.0,2130.0
75098,a789,b1574,Kitchen Mouse,Kitchen Mouse,Los Angeles,90042.0,5904 N Figueroa St,3232599555.0,American,Cafe,cafes,vegetarian,2.0,4.5,571,2.5,4.5,24,800.0,1600.0,800.0,1600.0,800.0,1600.0,800.0,1600.0,800.0,1600.0,700.0,1600.0,700.0,1600.0
75164,a792,b3118,The Greyhound Bar & Grill,The Greyhound Bar and Grill,Los Angeles,90042.0,5570 N Figueroa St,3239000300.0,American,,american (traditional),pubs,2.0,4.0,451,2.5,4.0,11,1200.0,100.0,1200.0,100.0,1200.0,100.0,1200.0,100.0,1200.0,200.0,1030.0,200.0,1030.0,2400.0
75189,a794,b2307,Antigua Bread,Antigua Bread Bakery Cafe,Los Angeles,90042.0,5703 N Figueroa St,3232599345.0,,,bakeries,cafes,1.0,4.0,357,1.0,4.5,11,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,800.0,1700.0,800.0,1700.0
75203,a795,b1957,Amara Kitchen,Amara Kitchen,Los Angeles,90042.0,519 N Ave 64,3232552220.0,Healthy,Cafe,coffee & tea,gluten-free,2.0,4.0,334,2.5,4.5,11,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0
75323,a806,b2107,Cafe Birdie,Cafe Birdie,Los Angeles,90042.0,5631 N Figueroa St,3237396928.0,,,cocktail bars,mediterranean,2.0,4.0,243,2.5,4.0,13,1730.0,2200.0,1730.0,2200.0,1730.0,2200.0,1730.0,2200.0,1730.0,2300.0,1000.0,1430.0,1700.0,2300.0
75360,a808,b2582,La Fuente Restaurant,LA Fuente Restaurant,Los Angeles,90042.0,5530 Monte Vista St,3232586109.0,Mexican,,mexican,,2.0,4.5,236,,4.5,8,800.0,2030.0,800.0,2030.0,800.0,2030.0,800.0,2030.0,800.0,2030.0,800.0,2030.0,800.0,2030.0
75505,a752,b801,Polka Polish Restaurant,Polka,Los Angeles,90065.0,4112 Verdugo Rd,3232557887.0,Polish,European,polish,,2.0,4.0,707,2.5,4.0,60,1100.0,1500.0,1700.0,2100.0,1100.0,1500.0,1700.0,2100.0,1100.0,1500.0,1700.0,2100.0,1100.0,2100.0
75511,a758,b665,Skaf's Lebanese Cuisine,Skaf's Lebanese Cuisine,Glendale,91206.0,367 N Chevy Chase Dr,8185515540.0,Lebanese,Mediterranean,lebanese,,2.0,4.5,618,2.5,4.5,38,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1200.0,2100.0,1100.0,2100.0,1300.0,2100.0
75534,a769,b1901,Two Guys From Italy,Two Guys From Italy,Glendale,91206.0,405 N Verdugo Rd,8182400020.0,Italian,Pizza,pizza,italian,2.0,3.5,464,2.5,4.0,27,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1200.0,2200.0
75542,a773,b684,In-N-Out Burger,In-N-Out Burger,Glendale,91206.0,310 N Harvey Dr,8007861000.0,American,Fast Food,burgers,fast food,1.0,4.0,383,1.0,4.5,49,1030.0,100.0,1030.0,100.0,1030.0,100.0,1030.0,100.0,1030.0,130.0,1030.0,130.0,1030.0,100.0
75561,a1165,b1331,Gauchos Village,Gaucho's Village,Glendale,91206.0,135 N Maryland Ave,8185501430.0,Steakhouse,Latin,brazilian,steakhouses,3.0,3.5,841,2.5,4.0,56,1130.0,1400.0,1730.0,2100.0,1130.0,1400.0,1730.0,2100.0,1130.0,1400.0,1730.0,2100.0,1130.0,1400.0
75580,a1746,b2491,Octopus Japanese Restaurant,Octopus Japanese Restaurant,Glendale,91206.0,112 N Maryland Ave,8185008788.0,Japanese,Sushi,japanese,sushi bars,2.0,3.5,747,2.5,4.0,24,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2300.0,1130.0,2300.0,1200.0,2200.0
75590,a1750,b1275,Fish King,Fish King,Glendale,91206.0,722 N Glendale Ave,8182440804.0,Seafood,Japanese,seafood markets,seafood,2.0,4.5,640,2.5,4.5,23,900.0,730.0,900.0,1930.0,900.0,1930.0,900.0,1930.0,900.0,1930.0,900.0,1930.0,1100.0,1800.0
75638,a1780,b1805,Zono Sushi,Zono Sushi,Glendale,91206.0,139 N Maryland Ave,8185074819.0,Japanese,Sushi,sushi bars,japanese,2.0,4.0,347,2.5,4.0,21,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1130.0,2300.0,1130.0,2200.0
75684,a816,b1088,Fiesta Martin Mexican Grill,Fiesta Martin Mexican Grill,Inglewood,90302.0,1330 N La Brea Ave,3106721330.0,Mexican,Latin,mexican,latin american,2.0,4.0,635,1.0,4.5,43,800.0,2200.0,800.0,2300.0,800.0,2200.0,800.0,2200.0,800.0,2300.0,800.0,2300.0,800.0,2200.0
75713,a897,b312,The Serving Spoon,The Serving Spoon Restaurant,Inglewood,90302.0,1403 Centinela Ave,3104123927.0,American,Vegetarian Friendly,breakfast & brunch,soul food,2.0,4.5,1268,2.5,4.5,86,700.0,1430.0,700.0,1430.0,700.0,1430.0,700.0,1430.0,700.0,1430.0,700.0,1430.0,800.0,1600.0
75737,a900,b1061,Roscoe's House of Chicken & Waffles,Roscoes House of Chicken & Waffles,Inglewood,90301.0,621 W Manchester Blvd,3109814141.0,American,,soul food,breakfast & brunch,2.0,3.5,1198,2.5,4.0,328,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,200.0,800.0,200.0,800.0,2400.0
75740,a907,b2524,Stuff I Eat,Stuff I Eat,Inglewood,90301.0,114 N Market St,3106710115.0,American,Vegetarian Friendly,vegan,vegetarian,2.0,4.5,975,2.5,4.5,35,1200.0,1800.0,1200.0,1800.0,1200.0,1800.0,1200.0,2000.0,1200.0,2000.0,1200.0,1800.0,2400.0,2000.0
75752,a1074,b1899,Mike's Deli,Mike's Deli,Los Angeles,90056.0,4859 W Slauson Ave,3232985960.0,,,delis,salad,1.0,4.5,522,1.0,4.5,15,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,1000.0,1800.0
75761,a859,b1636,Hawkins House of Burgers,Hawkins house of burgers,Los Angeles,90059.0,11603 Slater St,3235631129.0,American,Fast Food,burgers,,1.0,4.5,1021,,4.5,15,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2100.0
75774,a882,b2951,Mom's Bar-B-Que,Mom's Bar-B-Q,Los Angeles,90044.0,1050 W Imperial Hwy,3237568405.0,American,Barbecue,barbeque,,2.0,3.5,112,1.0,5.0,5,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2400.0,1000.0,2400.0,1000.0,2200.0
75782,a915,b788,The Tripel,The Tripel,Los Angeles,90293.0,333 Culver Blvd,3108210333.0,American,,gastropubs,,2.0,4.0,770,2.5,4.0,59,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2400.0,1030.0,2400.0,1030.0,2200.0
75789,a962,b388,CiCi's Cafe,Cici's Cafe,Los Angeles,91356.0,18912 Ventura Blvd,8188816704.0,American,Cafe,breakfast & brunch,american (traditional),2.0,4.5,2583,2.5,4.5,95,600.0,1500.0,600.0,1500.0,600.0,1500.0,600.0,1500.0,600.0,1500.0,600.0,1600.0,600.0,1600.0
75821,a1841,b1624,SteamPunk CoffeeBar & Kitchen,SteamPunk CoffeeBar & Kitchen,Los Angeles,91607.0,12526 Burbank Blvd,8185081276.0,Cafe,,cafes,coffee & tea,2.0,4.5,1134,2.5,4.5,13,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0
75826,a1842,b149,Hugo's,Hugo's,Los Angeles,91607.0,12851 Riverside Dr,8187618985.0,American,Fusion,american (new),breakfast & brunch,2.0,4.0,1134,2.5,4.0,170,730.0,2200.0,730.0,2200.0,730.0,2200.0,730.0,2200.0,730.0,2200.0,800.0,2200.0,800.0,2200.0
75835,a1865,b756,Harvest Moon Kitchen & Marketplace,Harvest Moon Kitchen and Marketplace,Los Angeles,91607.0,12456 Magnolia Blvd,8184873923.0,American,Cafe,breakfast & brunch,burgers,2.0,3.5,684,2.5,4.5,33,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,1900.0,800.0,2000.0
75844,a1871,b1594,Joe Peeps NY Pizza,Joe Peep's New York Pizza,Los Angeles,91607.0,12460 Magnolia Blvd,8185064133.0,Italian,Pizza,pizza,italian,1.0,4.0,617,1.0,4.0,38,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1200.0,2200.0
75888,a1911,b2112,Four 'N 20,Four'n 20 Restaurant & Pie,Los Angeles,91607.0,4723 Laurel Canyon Blvd,8187615128.0,American,,diners,american (traditional),2.0,4.0,370,1.0,4.0,20,730.0,2330.0,730.0,2330.0,730.0,2330.0,730.0,2330.0,730.0,2400.0,800.0,2400.0,800.0,2300.0
75919,a966,b654,More Than Waffles,More Than Waffles,Los Angeles,91316.0,17200 Ventura Blvd,8187895937.0,American,Cafe,breakfast & brunch,waffles,2.0,4.5,1836,2.5,4.5,83,800.0,1400.0,800.0,1400.0,800.0,1400.0,800.0,1400.0,800.0,1400.0,800.0,1500.0,800.0,1500.0
76002,a1810,b780,Pitfire Artisan Pizza,Pitfire Artisan Pizza,Los Angeles,91601.0,5211 Lankershim Blvd,8189802949.0,Pizza,Italian,pizza,sandwiches,2.0,4.0,1092,2.5,4.0,47,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1200.0,2200.0
76006,a1810,b1271,Pitfire Artisan Pizza,Pit Fire Pizza CO,Los Angeles,91601.0,5211 Lankershim Blvd,8189802949.0,American,Pizza,pizza,sandwiches,2.0,4.0,1092,2.5,4.0,47,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1200.0,2200.0
76035,a1815,b2459,Rodini Park,Rodini Park,Los Angeles,91601.0,11049 Magnolia Blvd,8183584802.0,Mediterranean,Greek,bakeries,mediterranean,1.0,4.5,1065,1.0,4.5,10,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2300.0
76050,a1821,b1534,Vicious Dogs,Vicious Dogs,Los Angeles,91601.0,5231 Lankershim Blvd,8189853647.0,American,,hot dogs,,1.0,4.5,940,1.0,4.5,22,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1200.0,1800.0
76088,a1831,b1109,Hayat's Kitchen,Hayat's Kitchen,Los Angeles,91601.0,11009 Burbank Blvd,8187614656.0,Lebanese,Mediterranean,lebanese,,2.0,4.5,841,2.5,4.5,26,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
76115,a1862,b1834,Mofongos,Mofongos,Los Angeles,91601.0,5757 Lankershim Blvd,8187541051.0,Caribbean,Latin,latin american,puerto rican,2.0,4.0,724,1.0,4.0,31,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
76139,a1863,b2417,Tamashii Ramen House,Tamashii Ramen House,Los Angeles,91601.0,11024 Magnolia Blvd,8189802388.0,Asian,,asian fusion,ramen,2.0,4.0,701,1.0,4.5,10,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1130.0,2300.0,1130.0,2200.0
76189,a1876,b499,Spumante Restaurant,Spumante Restaurant,Los Angeles,91601.0,11049 Magnolia Blvd,8185087716.0,Italian,,italian,wine bars,2.0,4.5,494,2.5,4.5,47,1700.0,2200.0,1100.0,1430.0,1700.0,2200.0,1100.0,1430.0,1700.0,2200.0,1100.0,1430.0,1700.0,2200.0
76327,a1861,b1996,786 Degrees,786 Degrees,Los Angeles,91352.0,8879 Laurel Canyon Blvd,8189396566.0,Pizza,International,pizza,halal,2.0,4.5,796,1.0,5.0,8,1100.0,1400.0,1700.0,2100.0,1100.0,1400.0,1700.0,2100.0,1100.0,1400.0,1700.0,2100.0,1100.0,1400.0
76337,a1370,b2050,Hopdoddy Burger Bar,Hopdoddy Burger Bar,Los Angeles,90094.0,12746 Jefferson Blvd,3104102337.0,,,american (traditional),burgers,2.0,4.0,545,2.5,4.0,19,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0
76340,a1377,b928,Urban Plates,Urban Plates,Los Angeles,90094.0,12746-3 W Jefferson Blvd,4242567274.0,American,Vegetarian Friendly,american (new),salad,2.0,4.0,441,2.5,4.0,35,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2200.0,1100.0,2200.0,1100.0,2130.0
76359,a2404,b1228,Sweet Fish Sushi Bar,Sweet Fish Sushi Bar,Los Angeles,90094.0,13020 Pacific Promenade,4242282298.0,Japanese,Seafood,sushi bars,japanese,2.0,3.0,272,2.5,4.5,21,1130.0,2145.0,1130.0,2145.0,1130.0,2145.0,1130.0,2145.0,1130.0,2245.0,1130.0,2245.0,1130.0,2145.0
76384,a2413,b1816,Gulp,Gulp Restaurant and Brew Pub,Los Angeles,90094.0,13020 Pacific Promenade,3104963966.0,Vegetarian Friendly,,american (new),burgers,2.0,3.5,113,2.5,4.5,17,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2300.0,1000.0,2300.0,1000.0,2200.0
76405,a1413,b752,The Marketplace Grill Cafe,Marketplace Grill,Downey,90240.0,7877 Florence Ave,5629278700.0,American,Vegetarian Friendly,american (new),mediterranean,2.0,4.0,993,2.5,4.5,69,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,800.0,2200.0,800.0,2200.0
76411,a1414,b2292,Gloria's Cocina Mexicana,Gloria's Cocina Mexicana Restaurant,Downey,90240.0,7401 Florence Ave,5627761488.0,Mexican,Latin,mexican,,2.0,3.5,764,2.5,4.0,42,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2300.0,800.0,2300.0,800.0,2100.0
76422,a1424,b1366,Pop's Cafe,Pop's Cafe,Downey,90240.0,7840 Florence Ave,5629270096.0,American,Cafe,breakfast & brunch,coffee & tea,1.0,4.0,441,1.0,5.0,32,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2000.0,700.0,1500.0
76440,a1432,b2322,Chris' & Pitt's,Chris' & Pitt's Restaurant,Downey,90240.0,9243 Lakewood Blvd,5628699069.0,American,Barbecue,barbeque,steakhouses,2.0,3.5,375,2.5,4.5,75,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
76466,a1479,b410,Inn of the Seventh Ray,Inn of the Seventh Ray,Los Angeles,90290.0,128 Old Topanga Canyon Rd,3104551311.0,American,Healthy,american (new),venues & event spaces,3.0,3.5,1014,4.0,4.0,248,1000.0,1500.0,1730.0,2130.0,1000.0,1500.0,1730.0,2130.0,1000.0,1500.0,1730.0,2130.0,1000.0,1500.0
76475,a1485,b2420,Waterlily Cafe,Water Lily Cafe,Los Angeles,90290.0,120 S Topanga Canyon Blvd,3104550401.0,Cafe,International,coffee & tea,bagels,2.0,3.0,88,2.5,4.0,16,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,800.0,1600.0,800.0,1600.0
76560,a1644,b184,Slater's 50/50 - Pasadena,Slater's 50/50,Pasadena,91103.0,61 N Raymond Ave,6267659700.0,American,,burgers,sports bars,2.0,4.0,3132,2.5,4.0,240,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1000.0,2200.0
76583,a1650,b97,Café Santorini,Cafe Santorini,Pasadena,91103.0,64 W Union St,6265644200.0,Mediterranean,Greek,mediterranean,,2.0,4.0,2027,2.5,4.5,385,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1100.0,2300.0,1100.0,2200.0
76618,a1660,b1161,POP Champagne Bar & Restaurant,POP champagne and dessert bar,Pasadena,91103.0,33 E Union St,6267951295.0,American,,desserts,american (new),2.0,3.5,1287,2.5,4.0,63,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2400.0,1000.0,1400.0,1700.0,2400.0,1000.0,1400.0
76648,a1665,b1769,King Taco,King Taco,Pasadena,91103.0,45 N Arroyo Pkwy,6267920405.0,Mexican,Fast Food,mexican,,1.0,3.5,1172,1.0,4.0,68,700.0,2400.0,700.0,2400.0,700.0,2400.0,700.0,2400.0,700.0,300.0,800.0,300.0,830.0,2400.0
76657,a1672,b56,Russell's,Russell's,Pasadena,91103.0,30 N Fair Oaks Ave,6265781404.0,American,Vegetarian Friendly,breakfast & brunch,burgers,2.0,4.0,1040,2.5,4.5,325,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0
76712,a1678,b247,Marston's,Marston's,Pasadena,91103.0,151 E Walnut St,6267962459.0,American,Vegetarian Friendly,breakfast & brunch,american (traditional),2.0,3.5,938,2.5,4.0,224,700.0,1430.0,700.0,1430.0,700.0,1430.0,700.0,1430.0,700.0,1430.0,800.0,1430.0,800.0,1430.0
76734,a1686,b121,Union,Union,Pasadena,91103.0,37 E Union St,6267955841.0,Italian,Vegetarian Friendly,italian,desserts,3.0,4.0,922,4.0,4.5,141,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1600.0,2300.0,1600.0,2300.0
76770,a1690,b1258,Meat District,Meat District Co,Pasadena,91103.0,69 N Raymond Ave,6267659902.0,American,Steakhouse,burgers,steakhouses,2.0,3.5,825,2.5,4.0,67,1100.0,1500.0,1700.0,2100.0,1100.0,1500.0,1700.0,2100.0,1100.0,1500.0,1700.0,2130.0,1100.0,2130.0
76796,a1703,b1480,Vertical Wine Bistro,Vertical Wine Bistro,Pasadena,91103.0,70 N Raymond Ave,6267953999.0,American,,wine bars,seafood,2.0,3.5,702,2.5,4.0,66,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,100.0,1700.0,100.0,1700.0,2200.0,1600.0,145.0
76841,a1727,b857,Ramen Tatsunoya,Ramen Tatsunoya,Pasadena,91103.0,16 N Fair Oaks Ave,6264321768.0,Japanese,Asian,ramen,,2.0,4.0,791,1.0,4.5,37,1100.0,1500.0,1800.0,2200.0,1100.0,1500.0,1800.0,2200.0,1100.0,1500.0,1800.0,2200.0,1100.0,1500.0
76864,a1731,b451,Tibet Nepal House,Tibet Nepal House,Pasadena,91103.0,36 E Holly St,6265850955.0,Asian,Indian,himalayan/nepalese,indian,2.0,4.0,778,2.5,4.5,88,1130.0,1500.0,1700.0,2200.0,1130.0,1500.0,1700.0,2200.0,1130.0,1500.0,1700.0,2200.0,1130.0,1500.0
76913,a1734,b445,Osawa Shabu Shabu & Sushi,Osawa Pasadena,Pasadena,91103.0,77 N Raymond Ave,6266831150.0,Japanese,Sushi,japanese,sushi bars,2.0,4.5,706,2.5,4.5,51,1130.0,1430.0,1700.0,2130.0,1130.0,1430.0,1700.0,2130.0,1130.0,1430.0,1700.0,2130.0,1130.0,1430.0
76938,a1645,b198,Mi Piace,Mi Piace,Pasadena,91105.0,25 E Colorado Blvd,6267953131.0,Italian,Vegetarian Friendly,italian,bakeries,2.0,3.5,2649,2.5,4.0,479,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,800.0,2400.0,800.0,2300.0
76990,a1646,b37,La Grande Orange Café,La Grande Orange Cafe,Pasadena,91105.0,260 S Raymond Ave,6263564444.0,American,Vegetarian Friendly,american (new),diners,2.0,4.0,2594,2.5,4.5,493,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1000.0,2300.0,900.0,2100.0
77047,a1648,b52,Houston's Restaurant,Houston's,Pasadena,91105.0,320 S Arroyo Pkwy,6265776001.0,American,Sushi,steakhouses,american (new),3.0,4.0,2206,2.5,4.5,542,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
77121,a1652,b944,Gyu-Kaku Japanese BBQ,Gyu-Kaku Japanese BBQ Dining,Pasadena,91105.0,70 W Green St,6264054842.0,Japanese,Barbecue,japanese,barbeque,2.0,3.5,1679,2.5,4.0,78,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2400.0,1130.0,2400.0,1130.0,2300.0
77166,a1653,b411,Dog Haus Biergarten,Dog Haus Biergarten,Pasadena,91105.0,93 E Green St,6266830808.0,American,,burgers,hot dogs,1.0,4.5,1665,1.0,4.5,67,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,130.0,1100.0,130.0,1000.0,2400.0
77212,a1657,b14,The Luggage Room Pizzeria,Luggage Room Pizzeria,Pasadena,91105.0,260 S Raymond Ave,6263564440.0,Pizza,Vegetarian Friendly,pizza,bars,2.0,4.0,1388,2.5,4.5,161,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1600.0,2300.0,1200.0,2300.0,1200.0,2100.0
77346,a1663,b951,King's Row Gastropub,Kings Row Gastropub,Pasadena,91105.0,20 E Colorado Blvd,6267933010.0,American,,gastropubs,american (new),2.0,4.0,1253,2.5,4.0,75,1130.0,100.0,1130.0,100.0,1130.0,100.0,1130.0,100.0,1130.0,200.0,1030.0,200.0,1030.0,100.0
77412,a1664,b1548,Green Street Tavern,Green Street Tavern,Pasadena,91105.0,69 W Green St,6262299961.0,American,Vegetarian Friendly,american (new),,2.0,4.0,1173,2.5,4.0,40,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2200.0,1100.0,2200.0,1100.0,2100.0
77497,a1669,b90,Arroyo Chop House,Arroyo Chop House,Pasadena,91105.0,536 S Arroyo Pkwy,6265777463.0,American,Steakhouse,steakhouses,seafood,3.0,4.0,1096,4.0,4.5,208,1700.0,2130.0,1700.0,2130.0,1700.0,2130.0,1700.0,2130.0,1700.0,2230.0,1700.0,2230.0,1700.0,2130.0
77557,a1673,b368,Congregation Ale House,Congregation Ale House,Pasadena,91105.0,300 S Raymond Ave,6264032337.0,American,,pubs,salad,2.0,4.0,996,2.5,4.0,122,1130.0,100.0,1130.0,100.0,1130.0,100.0,1130.0,100.0,1130.0,200.0,1130.0,200.0,1130.0,2400.0
77633,a1674,b1385,Barney's Beanery,Barney's Beanery,Pasadena,91105.0,99 E Colorado Blvd,6264059777.0,American,,breakfast & brunch,gastropubs,2.0,3.0,1005,2.5,4.0,74,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,900.0,200.0,900.0,200.0
77679,a1675,b918,Umami Burger - Pasadena,Umami Burger,Pasadena,91105.0,49 E Colorado Blvd,6267998626.0,American,,burgers,american (new),2.0,3.5,1012,2.5,4.0,54,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2400.0,1130.0,2400.0,1130.0,2200.0
77731,a1679,b621,Saladang,Saladang Song,Pasadena,91105.0,363 S Fair Oaks Ave,6267938123.0,Asian,Thai,thai,,2.0,3.5,935,2.5,4.0,186,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2200.0,1100.0,2200.0,1100.0,2130.0
