name,category_1,category_2,address,city,zipcode,phone,price,rating,review_count,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fir_close,hours_sat_open,hours_sat_close,6
Ronald Reagan UCLA Medical Center - Cafeteria,cafeteria,medical centers,757 Westwood Plz,Los Angeles,90095,3108259111.0,1.0,3.5,75,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,
il Tramezzino,cafes,italian,110 Westwood Plz,Los Angeles,90077,3102068949.0,1.0,4.0,79,,,,,,,,,,,,,,,
Bruin Cafe,sandwiches,cafes,360 De Neve Dr,Los Angeles,90024,3102068654.0,1.0,3.5,69,700.0,2400.0,700.0,2400.0,700.0,2400.0,700.0,2400.0,700.0,2400.0,1500.0,2400.0,1500.0,2400.0,
Rubio's,mexican,seafood,308 Westwood Plz,Los Angeles,90024,3107944009.0,1.0,3.0,63,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2000.0,1100.0,1700.0,1100.0,1500.0,
The Greenhouse,american (new),salad,308 Westwood Plz,Los Angeles,90024,,1.0,4.0,60,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1700.0,,,,,
Plateia,mediterranean,american (new),425 Westwood Plz,Los Angeles,90095,3107943563.0,2.0,4.0,69,630.0,2100.0,630.0,2100.0,630.0,2100.0,630.0,2100.0,630.0,2100.0,,,,,
Panda Express,chinese,fast food,308 Westwood Plz,Los Angeles,90024,3102069395.0,1.0,2.0,58,930.0,2100.0,930.0,2100.0,930.0,2100.0,930.0,2100.0,930.0,2000.0,1100.0,1700.0,1100.0,1600.0,
Café Synapse,coffee & tea,pizza,754 Charles E Young Dr S,Los Angeles,90024,3107944485.0,1.0,3.5,46,700.0,1700.0,700.0,1700.0,700.0,1700.0,700.0,1700.0,700.0,1630.0,,,,,
De Neve Commons Residential Restaurant,buffets,,351 Charles E Young Dr,Los Angeles,90024,3102068654.0,1.0,4.0,48,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,930.0,2000.0,930.0,2000.0,
Covel Commons Residential Restaurant,american (traditional),,200 De Neve Dr,Los Angeles,90024,,1.0,4.0,39,,,,,,,,,,,,,,,
Northern Lights Cafe,cafes,,Royce Dr,Los Angeles,90095,3102060373.0,1.0,2.5,40,700.0,1930.0,700.0,1930.0,700.0,1930.0,700.0,1930.0,700.0,1900.0,,,,,
Carl's Jr.,fast food,burgers,308 Westwood Plz,Los Angeles,90095,3108241497.0,1.0,3.0,37,700.0,30.0,700.0,30.0,700.0,30.0,700.0,30.0,700.0,2100.0,800.0,1800.0,830.0,1600.0,
Yoshinoya,japanese,fast food,617 E Charles E Young Dr,Los Angeles,90095,8005768017.0,1.0,3.0,36,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,700.0,1630.0,,,,,
Fusion,american (new),fast food,570 Westwood Plz,Los Angeles,90095,,1.0,2.5,25,900.0,1500.0,900.0,1500.0,900.0,1500.0,900.0,1500.0,900.0,1500.0,,,,,
Taco Bell,fast food,,308 Westwood Plz,Los Angeles,90024,,1.0,2.5,24,930.0,2130.0,930.0,2130.0,930.0,2130.0,930.0,2130.0,930.0,2100.0,,,,,
Subway,sandwiches,fast food,Bomb Shelter,Los Angeles,90095,3102069445.0,1.0,2.5,21,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2000.0,,,,,
Cafe Med,salad,burgers,10833 Le Conte Ave,Los Angeles,90095,3108259669.0,2.0,3.0,22,700.0,1400.0,700.0,1400.0,700.0,1400.0,700.0,1400.0,700.0,1400.0,,,,,
Word Of Mouth Truck,food trucks,vegetarian,,Los Angeles,90001,3236101878.0,2.0,4.0,23,1200.0,1530.0,1700.0,1930.0,1200.0,1530.0,1700.0,1930.0,1200.0,1530.0,1700.0,1930.0,1700.0,1900.0,
UCLA Medical Center Cafeteria,delis,,10833 Le Conte Ave,Los Angeles,90095,,1.0,3.0,15,,,,,,,,,,,,,,,
Subway,fast food,sandwiches,757 Westwood Plz,Los Angeles,90095,3102671992.0,1.0,2.5,19,,,,,,,,,,,,,,,
De Neve Late Night,fast food,american (new),351 Charles E Young Dr,Los Angeles,90095,,1.0,3.0,12,2100.0,2400.0,2100.0,2400.0,2100.0,2400.0,2100.0,2400.0,2100.0,2400.0,2100.0,2400.0,2100.0,2400.0,
Bomb Shelter,fast food,,308 Westwood Plz,Los Angeles,90095,3102060727.0,2.0,3.0,9,,,,,,,,,,,,,,,
Stage Canteen,coffee & tea,internet cafes,245 Charles E Young Dr,Los Angeles,90095,3102065826.0,1.0,3.5,8,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,,,,,
Roadside Grill,burgers,,University Of California-Los Angeles,Los Angeles,90025,3108251177.0,1.0,3.5,6,,,,,,,,,,,,,,,
Honorable Subs,sandwiches,,Lu Valle Commons,Los Angeles,90025,3108251177.0,1.0,3.5,6,,,,,,,,,,,,,,,
Kikka,sushi bars,ramen,308 Westwood Plz,Los Angeles,90095,3102069226.0,1.0,3.0,6,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,2000.0,,,,,
Pizza Fresca,pizza,fast food,340 Royce Dr,Los Angeles,90095,,1.0,3.5,2,,,,,,,,,,,,,,,
California Toss,pizza,fast food,Wyton Dr and Charles E. Young Dr E,Los Angeles,90025,3108251177.0,1.0,3.5,2,,,,,,,,,,,,,,,
Pauley Pavilion Food Court,food stands,,555 Westwood Plz,Los Angeles,90095,,,1.0,1,,,,,,,,,,,,,,,
Jimmy's Kitchen,asian fusion,,308 Westwood Plz,Los Angeles,90024,3108251177.0,,2.0,1,730.0,2100.0,730.0,2100.0,730.0,2100.0,730.0,2100.0,730.0,1600.0,1100.0,1500.0,,,
Sproul Dining,cafeteria,,350 De Neve Dr,Los Angeles,90024,,,3.0,1,,,,,,,,,,,,,,,
Pacific Rice & Noodle Traders,noodles,,Lu Valle Commons,Los Angeles,90025,3108251177.0,,3.0,1,,,,,,,,,,,,,,,
The Shack at Hillel,kosher,,574 Hilgard Ave,Los Angeles,90024,3102083081.0,,5.0,1,1100.0,1430.0,1100.0,1430.0,1100.0,1430.0,1100.0,1430.0,,,,,,,
Taco Bell,mexican,fast food,3562 S La Cienega Blvd,Los Angeles,90095,3239549747.0,1.0,4.0,1,,,,,,,,,,,,,,,
Our Kosher Table,kosher,,574 Hilgard Ave,Los Angeles,90024,3102083081.0,,5.0,1,,,,,,,,,,,,,,,
Sus Arepas,food trucks,latin american,785 Bay St,Los Angeles,90021,2132715662.0,1.0,4.5,23,1700.0,2100.0,1000.0,1700.0,,,,,,,,,,,
Merguez Et Al,food trucks,african,,Los Angeles,90064,3234237997.0,2.0,4.5,25,,,,,,,,,,,,,,,
MAD Kebob,food trucks,mediterranean,,Los Angeles,,3235949600.0,2.0,3.5,11,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,,,
Dogfather Truck,food trucks,hot dogs,,Los Angeles,90723,6572042921.0,1.0,2.5,4,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,
La riverotte,restaurants,university housing,8 Bis Rue de Delle,Sevenans,90400,,,4.0,1,,,,,,,,,,,,,,,
Mc Donald's,fast food,,Route Montbéliard,Andelnans,90400,33384901505.0,,2.5,2,,,,,,,,,,,,,,,
Le Tic Tac Bar,restaurants,,13 Rue Gén De Gaulle,Châtenois Les Forges,90700,33384272605.0,,5.0,1,,,,,,,,,,,,,,,
Le Chalet Gourmand,desserts,brasseries,36 rue Liberté,Moval,90400,33384561859.0,,4.0,1,,,,,,,,,,,,,,,
Boucherie Charcuterie Rollin,butcher,,68 Rue Gén de Gaulle,Châtenois les Forges,90700,33384294104.0,,5.0,1,,,,,,,,,,,,,,,
Flash Pizzas,pizza,italian,55 Rue Gén de Gaulle,Châtenois les Forges,90700,33384294193.0,,4.0,1,1800.0,2200.0,1800.0,2200.0,1800.0,2200.0,1800.0,2200.0,1800.0,2200.0,1800.0,2200.0,,,
Le Desperado,wine bars,tapas bars,22 Rue Michelet,Belfort,90000,33384267936.0,,4.0,1,,,,,,,,,,,,,,,
Auberge Fleurie,french,,5 Route Nationale,Châlonvillars,70400,33384286059.0,,4.0,2,,,,,,,,,,,,,,,
Le Boulevard,fast food,,16 Boulevard Anatole France,Belfort,90000,33384212715.0,,3.5,3,,,,,,,,,,,,,,,
Café Leffe de Belfort,restaurants,bars,72 Faubourg de France,Belfort,90000,33384283551.0,,5.0,1,,,,,,,,,,,,,,,
L'Alambic,restaurants,,14 Avenue Château D'eau,Belfort,90000,33384222104.0,,4.0,1,,,,,,,,,,,,,,,
La Table à empoprter,pizza,,6 avenue des usines,Belfort,90000,,,4.0,1,,,,,,,,,,,,,,,
C.R.O.U.S Centre Régional des Oeuvres Universitaires et,restaurants,,Rue Ernest Duvillard,Belfort,90000,33384210601.0,,4.0,1,,,,,,,,,,,,,,,
Auberge de Phaffans,restaurants,specialty food,10 Rue de la Mairie,Phaffans,90150,33961003360.0,,4.0,13,,,,,,,,,,,,,,,
Cafe de la Gare,french,,2 rue de Soppe,Guewenheim,68116,33389825129.0,,4.5,9,1200.0,1400.0,1900.0,2130.0,1200.0,1400.0,1200.0,1400.0,1900.0,2130.0,1200.0,1400.0,1900.0,2130.0,
Restaurant Ritter,restaurants,,5 Rue Gare,Dannemarie,68210,33389250430.0,,4.0,6,,,,,,,,,,,,,,,
Eglise St Léonard,italian,religious organizations,Place de l'église,Dannemarie,68210,,,3.0,2,,,,,,,,,,,,,,,
Auberge du Cheval Blanc,alsatian,,17 Rue Hecken,Diefmatten,68780,33389269108.0,,4.0,1,,,,,,,,,,,,,,,
Restaurant Aux Trois Fleurs,restaurants,,23 Rue Principale,Montreux Jeune,68210,33389252577.0,,4.5,2,,,,,,,,,,,,,,,
Le Relais d'Alsace,restaurants,,28 Rue Alsace,Foussemagne,90150,33384194006.0,,5.0,1,,,,,,,,,,,,,,,
King Döner Kebab,fast food,,16 Marché,DANNEMARIE,68210,33389084892.0,,4.0,1,,,,,,,,,,,,,,,
Chrono Pizza,restaurants,,6 Jardins,Dannemarie,68210,33389080187.0,,3.0,1,,,,,,,,,,,,,,,
Bella Trattoria 25,italian,,3207 E Pico Blvd,Los Angeles,90023,3232675706.0,2.0,4.5,49,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,,,,,
Jim's Burgers #8,burgers,,3900 E Olympic Blvd,Los Angeles,90023,3237808940.0,1.0,2.5,49,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,
SUGO Italian Food Truck,food trucks,italian,,Los Angeles,91354,6616733666.0,2.0,4.5,32,1130.0,1430.0,1045.0,1430.0,1530.0,2030.0,1130.0,1430.0,1630.0,2130.0,1130.0,1430.0,1630.0,2130.0,
The Fix on Wheels,food trucks,burgers,,Los Angeles,90007,3233255573.0,2.0,4.5,30,1130.0,1430.0,1130.0,1430.0,1130.0,1430.0,1130.0,1430.0,1130.0,1430.0,1130.0,1430.0,,,
Los Originales Tacos Arabes de Puebla,mexican,fast food,3549 Olympic Blvd,Los Angeles,90023,2134530193.0,1.0,4.5,34,1830.0,2400.0,1830.0,2400.0,1830.0,2330.0,,,,,,,,,
Lupe's Lunch Room,mexican,,1198 Mirasol St,Los Angeles,90023,3232678623.0,1.0,4.0,21,630.0,1700.0,630.0,1700.0,630.0,1700.0,630.0,1700.0,630.0,1700.0,630.0,1700.0,630.0,1700.0,
Mon Village,french,hotels,53 Rue Aristide Briand,Offemont,90300,33384548200.0,,3.0,1,,,,,,,,,,,,,,,
Le Veloute,french,seafood,39 avenue Général de Gaulle,Roppe,90380,33384291906.0,,3.0,1,1130.0,1400.0,1900.0,2200.0,1130.0,1400.0,1900.0,2200.0,1130.0,1400.0,1130.0,1400.0,1900.0,2200.0,
Babouchka,russian,,29 Grande Rue,Belfort,90000,33384224389.0,,4.0,1,,,,,,,,,,,,,,,
Eris Restauration,fast food,,Lieu-dit Zone Industrielle,Bessoncourt,90160,33384221455.0,,3.0,1,,,,,,,,,,,,,,,
Au filet mignon,french,,2 Place de la Grande Fontaine,Belfort,90000,33951849671.0,,4.0,1,,,,,,,,,,,,,,,
paradiso pizzeria,restaurants,,zi de la porte,Belfort,90000,33384275554.0,,2.0,1,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,,,
La Table du Lion,french,,32 Faubourg de Montbéliard,Belfort,90000,33384580559.0,,4.5,3,,,,,,,,,,,,,,,
Le Déjeuner sur l'Herbe,french,,22 quai Charles Vallet,Belfort,90000,33652707520.0,,3.0,1,1130.0,1400.0,1830.0,2200.0,1130.0,1400.0,1830.0,2200.0,1130.0,1400.0,1830.0,2200.0,1130.0,1400.0,
Les Capucins,hotels,restaurants,20 Faubourg de Montbéliard,Belfort,90000,33967000233.0,,4.0,1,,,,,,,,,,,,,,,
Restaurant Bar du Parc,mediterranean,pizza,2 Avenue Jean Moulin,Belfort,90000,33384219602.0,,5.0,1,,,,,,,,,,,,,,,
Aux Trois Maillets,brasseries,french,3 place d Armes,Belfort,90000,33384280601.0,,4.0,1,,,,,,,,,,,,,,,
La Cigogne,restaurants,,1 Rue Gén Roussel,Belfort,90000,33384285912.0,,4.0,5,,,,,,,,,,,,,,,
Café du Théâtre,restaurants,bars,1 Fbg Montbéliard,Belfort,90000,33384283737.0,,3.5,2,,,,,,,,,,,,,,,
Flunch,restaurants,,18 Fbg France,Belfort,90000,33384215455.0,,2.5,2,,,,,,,,,,,,,,,
Hôtel Restaurant Bellevue,french,bars,Route de Belfort 46,Porrentruy,,41324665544.0,,4.0,1,,,,,,,,,,,,,,,
Pizzeria Cialina,pizza,,Rue Pierre-Péquignat 30,Porrentruy,,,,3.0,1,,,,,,,,,,,,,,,
Sci L'Ecurie,restaurants,,1 Avenue Vignes,Beaucourt,90500,33384566534.0,,2.0,1,,,,,,,,,,,,,,,
Brasserie des Deux-Clefs,hotels & travel,restaurants,Rue des Malvoisins 7,Porrentruy,,41324661831.0,,3.0,1,,,,,,,,,,,,,,,
La Papèterie,restaurants,,Lieu-dit Papeterie,Glay,25310,33381308051.0,,5.0,4,,,,,,,,,,,,,,,
L'Inter,swiss food,international,Allée des Soupirs 15,Porrentruy,,41324661313.0,,4.0,1,,,,,,,,,,,,,,,
Auberge Comtoise,restaurants,,Lieu-dit Montaillevey,Glay,25310,33381357046.0,,5.0,1,,,,,,,,,,,,,,,
Kebab Chez Alibaba,hotels & travel,turkish,Rue des Annonciades 19,Porrentruy,,41324668204.0,,4.0,1,,,,,,,,,,,,,,,
Restaurant Monkey Bar,food,hotels & travel,Rue Pierre-Péquignat 7,Porrentruy,,41324664888.0,,4.0,1,,,,,,,,,,,,,,,
Hostellerie des Remparts,restaurants,,1 Place Raymond Forni,Delle,,33384563261.0,,5.0,2,,,,,,,,,,,,,,,
Piz' à dom',pizza,italian,7 Avenue Gén Charles de Gaulle,Delle,90100,33384908484.0,,2.0,2,,,,,,,,,,,,,,,
L'Imprévu,restaurants,,39 Grande Rue,Dampierre les Bois,25490,33381932484.0,,5.0,1,,,,,,,,,,,,,,,
Viyane,restaurants,,15 Rue St Nicolas,Delle,90100,33384190911.0,,4.0,1,,,,,,,,,,,,,,,
Restaurant du Cheval Blanc,restaurants,,17 rue Damas,Vandoncourt,25230,33381343622.0,,4.0,1,,,,,,,,,,,,,,,
Le Royal,italian,fast food,5 rue du 18 novembre,Beaucourt,90500,33384566205.0,,4.0,1,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1800.0,2200.0,,,
Auberge du Tournedos,french,,5 grande rue,Fêche-l'Église,90100,33384363375.0,,5.0,1,1000.0,1400.0,1800.0,2300.0,1000.0,1400.0,1800.0,2300.0,1000.0,1400.0,1800.0,2300.0,1000.0,1400.0,
Restaurant La Framboiseraie,restaurants,,9 Route Joffre,Bourbach le Haut,68290,33389824144.0,,4.0,1,,,,,,,,,,,,,,,
Vinos y Piedra,tapas bars,wine bars,Plaza de la Constitución 19,Tlaxcala de Xicotencatl,90000,5.22464663358e+11,2.0,4.5,7,730.0,1200.0,730.0,1200.0,730.0,1200.0,730.0,1200.0,730.0,200.0,730.0,200.0,830.0,2200.0,
Fonda del Convento,mexican,,San Francisco 1,Tlaxcala,90062,5.22464620765e+11,,3.5,3,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,,,,,
Las Cazuelas de Tlaxcala,mexican,,Carretra San Martín Tlaxcala Totolac Km 20,Panotla,90160,5.22464625002e+11,3.0,1.5,2,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,930.0,1900.0,,,
Terraza Moya,restaurants,wine bars,Plaza de la Constitución 11,Tlaxcala de Xicohténcatl,90000,,,1.0,1,,,,,,,,,,,,,,,
La Luna Sul Mare,italian,,Antigua Dolores S/N,Tlaxcala de Xicohténcatl,,,,4.0,1,1200.0,2100.0,1200.0,2100.0,1200.0,2100.0,1200.0,1800.0,,,,,,,
El Encanto,argentine,italian,Universidad 7,Tlaxcala de Xicohtencatl,90070,5.22464680881e+11,,4.5,2,,,,,,,,,,,,,,,
Vips,restaurants,,Julian Carrillo 7,Tlaxcala,90000,5.22464664272e+11,,2.0,2,,,,,,,,,,,,,,,
La Tarta Cafe,cafeteria,,Calle Miguel Hidalgo y Costilla 8,Tlaxcala de Xicohtencatl,90000,5.22461444887e+11,1.0,2.0,1,1030.0,2230.0,1030.0,2230.0,1030.0,2230.0,1030.0,2230.0,1030.0,2230.0,1030.0,2230.0,1030.0,2230.0,
La Route des Vins,french,,Antigua Dolores S/N,Tlaxcala de Xicohténcatl,,,,5.0,1,,,,,,,,,,,,,,,
Los Portales,mexican,cafeteria,Plaza de la Constitución 8,Tlaxcala,90000,5.22464622338e+11,,2.5,3,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,,,
Natural Vip,cafeteria,,Av. Benito Juarez 17A,Ejido del Centro,90000,5.22464622828e+11,,3.0,1,800.0,1730.0,800.0,1730.0,800.0,1730.0,800.0,1730.0,800.0,1730.0,800.0,1730.0,800.0,1730.0,
The Red Burger Grill,pizza,american (traditional),Revolución 34,Tlaxcala de Xicohténcatl,,5.22464582323e+11,,4.0,2,900.0,2230.0,900.0,2230.0,900.0,2230.0,900.0,2230.0,900.0,2400.0,900.0,2400.0,900.0,2400.0,
Los Morales,mexican,,Vía Corta Santa Ana-Puebla 101,La Magdalena Tlaltelulco,90830,5.22461378074e+11,,4.0,1,830.0,1900.0,830.0,1900.0,830.0,1900.0,830.0,1900.0,830.0,1900.0,830.0,1900.0,830.0,1900.0,
Vegetánik,salad,,Av. Vicente Guerrero 17,Tlaxcala de Xicohténcatl,90000,5.22461443337e+11,2.0,3.0,1,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,,,
Ixkalli,mexican,,Antonio Diaz Varela 17,Tlaxcala,,5.22461580837e+11,,5.0,1,800.0,2330.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2330.0,800.0,2330.0,
Natural Coffee,breakfast & brunch,,Antonio Carvajal 188,Tlaxcala de Xicohténcatl,90070,,,4.0,1,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,
La casa de los Hacendados,mexican,breakfast & brunch,Plaza de la Constitución 16,Tlaxcala de Xicohténcatl,90000,5.22464622481e+11,,4.0,1,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2200.0,800.0,2200.0,800.0,1900.0,
El Bodegón,restaurants,,Antonio Díaz Varela O Avenida Chiautempan 8C,Ejido del Centro,90802,,,2.0,1,,,,,,,,,,,,,,,
Deli Pizzas y Lunch,pizza,comfort food,Lira y Ortega 34,Tlaxcala de Xicohténcatl,90030,,,5.0,1,,,,,,,,,,,,,,,
Meson Taurino,mexican,,Av Independencia 12,Tlaxcala de Xicohténcatl,90000,5.22464628466e+11,,4.0,1,830.0,2000.0,830.0,2000.0,830.0,2000.0,830.0,2000.0,830.0,2000.0,830.0,2000.0,830.0,2000.0,
Pulquería La Tía Yola,pulquerias,mexican,Plaza Xicohtencatl 4,Tlaxcala de Xicohténcatl,90000,5.22464627309e+11,1.0,3.5,3,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,,,
Café Avenida,mexican,cafeteria,Av. Porfirio Díaz 14,Tlaxcala,90000,5.22464663669e+11,,5.0,1,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2300.0,700.0,2300.0,900.0,2100.0,
Kauppuri 5,burgers,,Kauppurienkatu 5,Oulu,90100,3.58407172034e+11,,4.5,11,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,
Coyoacán,mexican,,Hallituskatu 27,Oulu,90100,35883115066.0,,4.5,6,1130.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2400.0,1200.0,2400.0,1200.0,2000.0,
Cafe Rooster,coffee & tea,breakfast & brunch,Torikatu 26,Oulu,90100,3.58449722301e+11,,5.0,4,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2400.0,1100.0,2400.0,1200.0,2000.0,
Pikku Thai,thai,,Asemakatu 29,Oulu,90100,3588370889.0,,5.0,5,1030.0,2000.0,1030.0,2000.0,1030.0,2000.0,1030.0,2000.0,1030.0,2000.0,1200.0,2100.0,1300.0,2000.0,
Harald,scandinavian,,Kirkkokatu 18,Oulu,90100,3.58447668e+11,,3.5,6,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1200.0,2400.0,1400.0,2100.0,
Uleåborg 1881,modern european,,Aittatori 4-5,Oulu,90100,35888811188.0,,5.0,3,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2400.0,1700.0,2400.0,,,
Ravintola Pannu,italian,,Kauppurienkatu 12,Oulu,90100,3.582079282e+11,,4.5,4,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1200.0,2300.0,1200.0,2000.0,
Subway,sandwiches,fast food,Pakkahuoneenkatu 22,Oulu,90100,3.58104008495e+11,,3.0,2,730.0,2300.0,730.0,2300.0,730.0,2300.0,730.0,2300.0,730.0,500.0,900.0,500.0,900.0,2300.0,
Phuket Thai Take Away,thai,,Kauppurienkatu 4,Oulu,90100,3.58405595002e+11,,4.0,2,,,,,,,,,,,,,,,
Bisketti,pubs,,Kirkkokatu 8,Oulu,90100,3588375768.0,,4.0,2,,,,,,,,,,,,,,,
Ravintola Toripolliisi,gastropubs,,Rantakatu 6,Oulu,90100,3588333013.0,,4.0,4,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,100.0,1300.0,100.0,1400.0,2200.0,
Olimpos,mediterranean,,Pakkahuoneenkatu 6,Oulu,90100,35883113941.0,,3.0,3,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1100.0,2400.0,1200.0,2200.0,
Sokeri-Jussin Kievari,scandinavian,,Pikisaarentie 2,Oulu,90100,3588376628.0,,3.5,4,,,,,,,,,,,,,,,
Tuba Food & Lounge,breakfast & brunch,coffee & tea,Mannenkatu 2,Oulu,90130,3.58408387737e+11,,4.5,4,1030.0,1700.0,1030.0,1700.0,1030.0,2000.0,1030.0,2000.0,1030.0,2400.0,1200.0,2400.0,,,
Puistokahvila Makia,coffee & tea,breakfast & brunch,Pakkahuoneenkatu 18,Oulu,90100,3.5844788618e+11,,4.5,2,730.0,2100.0,730.0,2100.0,730.0,2100.0,730.0,2100.0,730.0,2300.0,900.0,2300.0,900.0,2000.0,
Da Max,pizza,burgers,Kauppurienkatu 5,Oulu,90100,3588378486.0,,4.0,2,1030.0,2200.0,1030.0,2200.0,1030.0,430.0,1030.0,430.0,1030.0,430.0,1030.0,430.0,1200.0,2400.0,
Grill-It!,steakhouses,,Kauppurienkatu 24,Oulu,90100,35883123255.0,,4.5,3,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1200.0,2400.0,1200.0,2000.0,
Ravintola Puistola,modern european,,Pakkahuoneenkatu 15,Oulu,90100,3.5820792821e+11,,4.0,3,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1200.0,2300.0,,,
Crecian,greek,,Kirkkokatu 55,Oulu,90120,35883111555.0,,4.0,1,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1200.0,2300.0,1200.0,2000.0,
Subway,fast food,sandwiches,Torikatu 24,Oulu,90100,35883113431.0,,3.0,1,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,500.0,900.0,500.0,1100.0,2300.0,
Flying Reindeer,scandinavian,,Saaristonkatu 14,Oulu,90100,3.58404846645e+11,,4.0,1,1030.0,2300.0,1030.0,2300.0,1030.0,2300.0,1030.0,2300.0,1030.0,100.0,1500.0,100.0,1500.0,2200.0,
Fratelli,kebab,pizza,Pakkahuoneenkatu 12,Oulu,90100,35888810880.0,,4.0,1,1500.0,430.0,1500.0,430.0,1500.0,430.0,1500.0,430.0,1100.0,430.0,1100.0,430.0,1200.0,430.0,
Da Mario,pizza,,Torikatu 24,Oulu,90100,3588379505.0,,5.0,1,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,430.0,1030.0,430.0,1200.0,2200.0,
Skwiiki Canadian Poutine Company,chicken shop,,Pakkahuoneenkatu 12,Oulu,90100,,,5.0,1,,,,,,,,,,,,,,,
Istanbul Oriental,turkish,,Kauppurienkatu 11,Oulu,90100,35883112922.0,,1.0,1,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1500.0,2400.0,,,,,
Beijing,chinese,,Rantakatu 5,Oulu,90100,35883116298.0,,2.0,1,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1200.0,2200.0,1200.0,2200.0,
Kolo,bistros,,Pakkahuoneenkatu 5,Oulu,90100,35888681234.0,,4.0,1,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,200.0,1200.0,200.0,,,
Health to Organic,scandinavian,,Kirkkokatu 14,Oulu,90100,,,3.0,1,,,,,,,,,,,,,,,
Sauraha,himalayan/nepalese,,Asemakatu 10,Oulu,90100,3.58453550358e+11,,5.0,5,1030.0,2230.0,1030.0,2230.0,1030.0,2230.0,1030.0,2230.0,1030.0,2230.0,1200.0,2230.0,1200.0,2200.0,
Bacaro Doppio,italian,,Isokatu 25,Oulu,90590,,,5.0,1,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,1100.0,1800.0,
